story_title,document,status,implementation_note,fixture_id,states,play_steps,visual_assertions,implementation_status,screen_id
"80 Wsparcie marketingowe, decyzje i działania/Szczegóły działania",18-wsparcie-marketingowe-decyzje-dzialania/80-06-szczegoly-dzialania.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/275-80-06-szczegoly-dzialania.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,80.06
"80 Wsparcie marketingowe, decyzje i działania/Warianty decyzji i działań",18-wsparcie-marketingowe-decyzje-dzialania/80-10-warianty-decyzji-i-dzialan.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/276-80-10-warianty-decyzji-i-dzialan.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,80.10
85 Centrum Pomocy/Lista wyników,19-centrum-pomocy/85-03-lista-wynikow.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/277-85-03-lista-wynikow.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.03
85 Centrum Pomocy/Procedury,19-centrum-pomocy/85-02-procedury.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/278-85-02-procedury.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.02
85 Centrum Pomocy/Strona główna pomocy,19-centrum-pomocy/85-01-strona-glowna-pomocy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/279-85-01-strona-glowna-pomocy.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.01
85 Centrum Pomocy/Szczegóły procedury,19-centrum-pomocy/85-04-szczegoly-procedury.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/280-85-04-szczegoly-procedury.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.04
85 Centrum Pomocy/Warianty Centrum Pomocy,19-centrum-pomocy/85-06-warianty-centrum-pomocy.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/281-85-06-warianty-centrum-pomocy.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.06
85 Centrum Pomocy/Zgłoszenie wsparcia,19-centrum-pomocy/85-05-zgloszenie-wsparcia.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/282-85-05-zgloszenie-wsparcia.json,ready|loading|empty|error|partial|stale|forbidden|offline,focus-first-interactive|activate-primary-action|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-offline,backlog-target-not-implemented,85.05
ARCH-audyt-i-telemetria Stany i wzorce przekrojowe/Audyt i telemetria,25-kontrakty-domenowe-i-api/audit-telemetry.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/283-audit-telemetry.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
"ARCH-joby-artefakty-i-powiadomienia Stany i wzorce przekrojowe/Joby, artefakty i powiadomienia",25-kontrakty-domenowe-i-api/jobs-notifications.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/284-jobs-notifications.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
"ARCH-readiness-provenance-i-definicje-metryk Stany i wzorce przekrojowe/Readiness, provenance i definicje metryk",25-kontrakty-domenowe-i-api/readiness-provenance.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/285-readiness-provenance.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
"ARCH-tozsamosc-dostep-i-sesje Stany i wzorce przekrojowe/Tożsamość, dostęp i sesje",25-kontrakty-domenowe-i-api/identity-access.md,backlog-target,"Specyfikacja targetu z fizycznym fixture; brak pliku story oznacza backlog, nie wdrożenie.",fixtures/storybook/286-identity-access.json,ready|loading|empty|error,focus-first-interactive|exercise-component-interaction|verify-focus-restoration|verify-live-region|verify-keyboard-only,1440-light|1440-dark|768-reflow|390-mobile|200-percent-zoom|reduced-motion|state-error,backlog-target-not-implemented,
